date,store_id,product_id,name,category,shelf_life_days,location,size_sqft,avg_daily_footfall,units_sold,unit_price,promo,day_of_week,is_weekend,is_holiday,temperature,rainfall_mm,humidity_percent
1/4/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,27,2.15,1,Thursday,0,0,67.7,0.66,88.4
1/4/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,14,5.9,0,Thursday,0,0,61.2,0.88,81.3
1/4/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,22,5,0,Thursday,0,1,51.8,1.35,78.4
1/4/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,16,3.5,0,Thursday,0,0,73.9,1.61,45.6
1/5/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,18,6,0,Friday,0,0,26.7,1.57,81.5
1/5/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,22,2.5,0,Friday,0,0,59,0.45,52.7
1/5/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,13,5.9,0,Friday,0,0,33.6,2.49,68.2
1/5/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,17,4.21,1,Friday,0,1,46.3,3.75,60.3
1/5/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,22,3.5,0,Friday,0,0,67.9,0.57,57.3
1/5/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,20,6,0,Friday,0,0,40.9,0.03,55.5
1/5/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,22,2.5,0,Friday,0,0,38.6,3.44,82.8
1/5/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,23,5.9,0,Friday,0,0,95.7,3.86,78.5
1/5/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,29,5,0,Friday,0,0,39.6,0.08,66.2
1/5/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,18,3.5,0,Friday,0,0,84.8,0.01,73.2
1/5/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,17,6,0,Friday,0,0,57.4,2.54,89.2
1/5/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,25,2.5,0,Friday,0,0,52.1,0.54,59.9
1/5/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,20,5.26,1,Friday,0,0,68.5,3.69,67.6
1/5/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,27,5,0,Friday,0,0,80,0.37,66.7
1/5/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,18,3,1,Friday,0,0,42.8,2.96,86.8
1/6/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,26,5.3,1,Saturday,1,0,52.3,0.11,57.6
1/6/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,22,2,1,Saturday,1,0,72.7,0.45,89.3
1/6/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,21,6.03,0,Saturday,1,0,64.3,5.43,55.2
1/6/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,13,4.16,1,Saturday,1,0,76.5,0.39,45.4
1/6/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,21,3.56,0,Saturday,1,0,67.7,0.21,49.6
1/6/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,22,6.07,0,Saturday,1,0,87.1,2.92,61.3
1/6/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,23,2.57,0,Saturday,1,0,62.7,0.19,72.5
1/6/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,18,5.99,0,Saturday,1,0,63.3,0.15,65.8
1/6/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,22,4.29,1,Saturday,1,1,64.8,0.59,58.8
1/6/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,22,3.58,0,Saturday,1,0,57.9,1.51,68.1
1/6/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,13,6.06,0,Saturday,1,0,72.7,1.86,81.9
1/6/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,17,2.57,0,Saturday,1,0,63.6,3.2,81.9
1/6/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,27,4.99,1,Saturday,1,0,71.8,1.17,76.3
1/6/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,24,5.08,0,Saturday,1,0,74.2,0.75,87.6
1/6/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,21,3.54,0,Saturday,1,0,66.4,0.67,69.5
1/7/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,15,6.08,0,Sunday,1,0,67.5,2.82,40.4
1/7/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,17,2.57,0,Sunday,1,0,44.8,1.93,54.5
1/7/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,22,6.04,0,Sunday,1,0,51.7,3.54,56.4
1/7/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,27,5.07,0,Sunday,1,0,72.7,4.99,67.4
1/7/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,17,3.13,1,Sunday,1,0,81.4,0.54,85.2
1/7/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,25,6.14,0,Sunday,1,0,30.9,1.13,81.9
1/7/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,15,2.55,0,Sunday,1,0,51.5,1.5,51.6
1/7/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,29,6.01,0,Sunday,1,0,60.4,0.27,66
1/7/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,21,4.32,1,Sunday,1,0,46.8,0.08,73
1/7/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,14,3.07,1,Sunday,1,0,47.7,3.03,89.4
1/7/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,26,6.14,0,Sunday,1,0,67.1,1.15,41.6
1/7/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,23,2.01,1,Sunday,1,0,83.7,1.27,63.2
1/7/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,18,5.98,0,Sunday,1,0,29.5,1.21,89.4
1/7/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,20,5.11,0,Sunday,1,1,57.4,2.11,88.9
1/7/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,24,3.56,0,Sunday,1,0,66.9,0.24,56.5
1/8/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,23,6,0,Monday,0,0,71.7,1.43,40
1/8/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,26,2.5,0,Monday,0,0,64.8,0.95,69.3
1/8/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,18,5.9,0,Monday,0,0,86.4,3.41,83.3
1/8/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,21,4.28,1,Monday,0,0,60.4,1.1,56.2
1/8/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,19,3.5,0,Monday,0,0,79.7,4.3,86.7
1/8/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,17,6,0,Monday,0,0,50.3,0.65,56.6
1/8/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,7,2.5,0,Monday,0,0,60.9,5.11,70.5
1/8/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,25,5.9,0,Monday,0,0,41.8,3.12,76.1
1/8/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,14,4.37,1,Monday,0,0,73.5,1.32,57.3
1/8/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,24,3.5,0,Monday,0,0,58.2,0.65,57.6
1/8/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,22,4.9,1,Monday,0,0,65.4,0.71,63.5
1/8/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,20,2.5,0,Monday,0,0,55.3,2.22,81.8
1/8/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,20,5.9,0,Monday,0,0,68.8,1.3,45
1/8/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,24,5,0,Monday,0,0,66,0.77,71.6
1/8/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,19,3.5,0,Monday,0,0,45.1,1.52,73.9
1/9/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,25,6,0,Tuesday,0,0,45.9,1.98,67.9
1/9/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,19,2.5,0,Tuesday,0,0,59.6,0.03,86.8
1/9/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,15,5.9,0,Tuesday,0,0,69.9,0.14,70.1
1/9/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,21,5,0,Tuesday,0,0,87.9,0.15,71.7
1/9/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,22,3.5,0,Tuesday,0,0,64.5,0.4,70
1/9/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,30,6,0,Tuesday,0,0,75.1,0.84,76.1
1/9/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,21,2.5,0,Tuesday,0,0,35.8,2.44,46.8
1/9/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,19,5.9,0,Tuesday,0,0,90.2,0.65,84.7
1/9/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,18,5,0,Tuesday,0,0,69.1,0.03,42.1
1/9/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,10,3.5,0,Tuesday,0,0,59.3,0.99,72
1/9/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,25,5.11,1,Tuesday,0,1,57.5,8.54,70.8
1/9/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,20,2.11,1,Tuesday,0,0,43.4,0.64,50.4
1/9/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,20,5.9,0,Tuesday,0,0,47.7,4.88,42
1/9/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,15,5,0,Tuesday,0,0,88.7,0.16,46.9
1/9/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,19,3.5,0,Tuesday,0,0,45.2,0.29,53.6
1/10/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,22,6,0,Wednesday,0,0,44.9,1.93,84.1
1/10/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,18,2.17,1,Wednesday,0,0,49.5,1.04,82.8
1/10/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,20,5.2,1,Wednesday,0,0,42,2.17,43.2
1/10/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,22,4.46,1,Wednesday,0,0,60.2,2.99,54.5
1/10/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,12,3.5,0,Wednesday,0,0,76.3,0.43,84.5
1/10/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,29,4.97,1,Wednesday,0,1,50.8,1.72,51.8
1/10/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,18,2.5,0,Wednesday,0,0,39.4,1.4,89.8
1/10/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,19,5.19,1,Wednesday,0,0,64.4,2.97,52.8
1/10/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,29,5,0,Wednesday,0,0,59.2,0.84,77
1/10/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,15,3.5,0,Wednesday,0,0,75,0.08,60.9
1/10/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,13,6,0,Wednesday,0,0,53.2,1.28,46.8
1/10/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,13,2.5,0,Wednesday,0,0,56.1,4.79,52.8
1/10/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,12,5.9,0,Wednesday,0,0,57.8,0.02,73.8
1/10/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,25,4.15,1,Wednesday,0,0,61.3,0.41,56.9
1/10/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,25,3.5,0,Wednesday,0,0,54.1,0.57,70.2
1/11/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,14,6,0,Thursday,0,0,51.7,2.18,50.3
1/11/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,23,2.5,0,Thursday,0,1,32.2,0.59,62.4
1/11/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,17,5.9,0,Thursday,0,0,51.5,0.41,65.6
1/11/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,23,4.3,1,Thursday,0,0,70.7,1.57,60.6
1/11/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,18,3.5,0,Thursday,0,0,72.8,0.07,49.9
1/11/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,18,6,0,Thursday,0,0,52.9,0.28,63.1
1/11/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,26,2.15,1,Thursday,0,0,79.5,0.79,74.6
1/11/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,23,5.03,1,Thursday,0,0,59.6,0.66,88.2
1/11/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,20,5,0,Thursday,0,0,39.9,0.64,79.5
1/11/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,18,3.5,0,Thursday,0,0,35.2,0.17,48.1
1/11/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,27,6,0,Thursday,0,0,78.3,0.67,53.6
1/11/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,30,2.5,0,Thursday,0,0,54.4,2.4,43.9
1/11/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,22,5.9,0,Thursday,0,0,41.8,0.8,46.8
1/11/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,17,4.32,1,Thursday,0,0,26.1,1.32,52.5
1/11/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,22,3.5,0,Thursday,0,0,54.1,0.27,50
1/12/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,24,6,0,Friday,0,0,66.1,0.11,50.7
1/12/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,13,2.5,0,Friday,0,0,49.5,3.18,51.5
1/12/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,11,5.9,0,Friday,0,0,44.2,0.6,55
1/12/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,19,4.45,1,Friday,0,0,51.8,0.65,46.3
1/12/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,18,3.5,0,Friday,0,0,78.6,3.15,53.9
1/12/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,22,6,0,Friday,0,0,39.1,1.85,74.4
1/12/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,12,2.5,0,Friday,0,1,50.4,2.12,51.8
1/12/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,23,5.9,0,Friday,0,0,78.2,1.72,48.6
1/12/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,18,4.35,1,Friday,0,0,67.4,0.17,43.4
1/12/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,18,3.5,0,Friday,0,0,62.7,4.75,65
1/12/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,24,6,0,Friday,0,0,50.3,3.6,82.1
1/12/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,19,2.5,0,Friday,0,0,60.5,0.4,43
1/12/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,13,5.9,0,Friday,0,0,51.9,2.44,67.1
1/12/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,11,5,0,Friday,0,0,47.1,0.79,72.5
1/12/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,14,3.5,0,Friday,0,0,43.8,1.73,69.6
1/13/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,23,5,1,Saturday,1,0,71.8,0.27,83.9
1/13/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,32,2.56,0,Saturday,1,0,59.1,1.16,83.3
1/13/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,17,5.99,0,Saturday,1,0,64.7,0.2,42.9
1/13/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,12,4.27,1,Saturday,1,0,62.3,1.15,58
1/13/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,22,3.08,1,Saturday,1,0,66.6,0.42,73.5
1/13/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,19,5.27,1,Saturday,1,0,56.2,0.9,87.6
1/13/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,21,2.24,1,Saturday,1,0,52.8,1.65,80.2
1/13/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,9,6.06,0,Saturday,1,0,47.8,3.14,48.8
1/13/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,19,5.07,0,Saturday,1,0,38.8,0.27,54
1/13/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,17,3.55,0,Saturday,1,0,43.2,3.36,78.2
1/13/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,19,6.09,0,Saturday,1,0,54.5,0.74,63.6
1/13/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,21,2.22,1,Saturday,1,0,36,2.78,67.4
1/13/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,23,6.03,0,Saturday,1,0,39.3,1.08,70.4
1/13/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,17,5.06,0,Saturday,1,0,75.6,2.97,45.2
1/13/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,22,3.1,1,Saturday,1,0,63.4,1.63,82.8
1/14/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,27,6.14,0,Sunday,1,0,53.2,1.07,83.2
1/14/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,30,2.54,0,Sunday,1,0,94.1,0.56,63.4
1/14/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,21,6.04,0,Sunday,1,0,35.3,5.21,71.3
1/14/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,28,5.11,0,Sunday,1,0,74.6,2.42,73
1/14/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,9,3.55,0,Sunday,1,1,58.3,0.72,49.5
1/14/2024,S002,P001,Milk,Dairy,7,Boston,15000,900,18,5.01,1,Sunday,1,0,71.8,0.27,45.6
1/14/2024,S002,P002,Lettuce,Produce,5,Boston,15000,900,21,2.53,0,Sunday,1,0,61.6,2.27,41
1/14/2024,S002,P003,Chicken Breast,Meat,6,Boston,15000,900,25,4.99,1,Sunday,1,0,31.9,6.9,85.6
1/14/2024,S002,P004,Greek Yogurt,Dairy,10,Boston,15000,900,19,5.09,0,Sunday,1,0,61.4,0.49,57.3
1/14/2024,S002,P005,Strawberries,Produce,4,Boston,15000,900,25,3.55,0,Sunday,1,0,65,3.71,44.3
1/14/2024,S003,P001,Milk,Dairy,7,Chicago,18000,1100,19,6.13,0,Sunday,1,1,27.1,0.2,63.3
1/14/2024,S003,P002,Lettuce,Produce,5,Chicago,18000,1100,30,2.57,0,Sunday,1,0,89.2,4.56,43.8
1/14/2024,S003,P003,Chicken Breast,Meat,6,Chicago,18000,1100,16,4.72,1,Sunday,1,0,64.7,2.05,44.3
1/14/2024,S003,P004,Greek Yogurt,Dairy,10,Chicago,18000,1100,22,5.11,0,Sunday,1,0,70.1,0.64,64.4
1/14/2024,S003,P005,Strawberries,Produce,4,Chicago,18000,1100,14,3.01,1,Sunday,1,0,42.5,0.54,65.4
1/15/2024,S001,P001,Milk,Dairy,7,NYC,20000,1200,20,5.26,1,Monday,0,0,70.4,1.55,69
1/15/2024,S001,P002,Lettuce,Produce,5,NYC,20000,1200,20,2.19,1,Monday,0,0,76.3,1.35,72.8
1/15/2024,S001,P003,Chicken Breast,Meat,6,NYC,20000,1200,21,5.9,0,Monday,0,0,63.8,3.77,73.4
1/15/2024,S001,P004,Greek Yogurt,Dairy,10,NYC,20000,1200,26,4.26,1,Monday,0,0,59.9,2.18,61.6
1/15/2024,S001,P005,Strawberries,Produce,4,NYC,20000,1200,14,3.5,0,Monday,0,0,46.6,1.17,72.2
